files_changed,lines_added,lines_deleted,churn,test_count,test_failures,coverage,pipeline_duration_s,jobs_total,message_length,prev_7d_failure_rate,prev_30d_failure_rate,flaky_tests_count,infra_alerts_count,artifact_size_mb,cache_hit_rate,security_alerts_count,hour,churn_per_file,test_fail_rate,author_experience_log,had_hotfix_keyword,dependency_updates,is_weekend,repo_backend-api,repo_frontend-web,repo_infra-terraform,repo_ml-pipeline,repo_mobile-app,trigger_manual,trigger_pullrequest,trigger_push,trigger_schedule,runner_os_macos-latest,runner_os_ubuntu-latest,runner_os_windows-latest,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,author_dev1,author_dev10,author_dev11,author_dev12,author_dev13,author_dev14,author_dev15,author_dev16,author_dev17,author_dev18,author_dev19,author_dev2,author_dev20,author_dev21,author_dev22,author_dev23,author_dev24,author_dev25,author_dev26,author_dev27,author_dev28,author_dev29,author_dev3,author_dev30,author_dev4,author_dev5,author_dev6,author_dev7,author_dev8,author_dev9
0.11764705882352941,0.11922553391222718,0.07851856458735003,0.13048371247181437,0.07754442649434572,0.3333333333333333,0.7051764775331816,0.15841155518822447,0.04054054054054054,0.5103092783505154,0.4635445582311878,0.3140103367885145,0.0,0.0,0.5498342531541618,0.45763766287441565,0.0,0.0,0.020053058073796662,0.057692307692307696,0.6351864591358805,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.058823529411764705,0.03943205820229993,0.010106349897381687,0.025284506766592323,0.22132471728594508,0.3333333333333333,0.975644783118379,0.38372985418265554,0.08108108108108109,0.5876288659793815,0.11020764353354644,0.19873459904988827,0.0,0.0,0.3824834041307839,0.6878052151693896,0.0,0.043478260869565216,0.010294312868444214,0.02127659574468085,0.30924428879084803,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0392156862745098,0.02722835015254635,0.018657876733627732,0.019168273876753832,0.04361873990306947,0.0,0.5584667058911453,0.08953696597595295,0.06756756756756757,0.09278350515463918,0.05855956608813194,0.26299475601430194,0.0,0.0,0.33791019257345356,0.605805735286774,0.0,0.08695652173913043,0.012158556591883862,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.13725490196078433,0.08590002346866932,0.020212699794763374,0.07095237901071973,0.033925686591276254,0.3333333333333333,0.575441423194665,0.12495818328512116,0.10810810810810811,0.015463917525773196,0.436334252156217,0.21656853436366974,0.0,0.0,0.48128511223406567,0.7376695655344803,0.0,0.13043478260869565,0.010094572469504251,0.12000000000000001,0.13914927256856027,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.058823529411764705,0.004698427599155128,0.19279805958081989,0.09093207311752546,0.03877221324717286,0.3333333333333333,0.8889199678017509,0.1593954778912569,0.24324324324324326,0.6082474226804123,0.21471187300319536,0.015509759010375462,0.3333333333333333,0.0,0.5888499242608639,0.5556607523705442,0.0,0.17391304347826086,0.026373414983111184,0.10714285714285714,0.6998856840369311,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0392156862745098,0.14410232339826332,0.10728279121835944,0.1671811098108453,0.05492730210016155,0.3333333333333333,0.473955573907482,0.0747781254304662,0.05405405405405406,0.1958762886597938,0.3388477461555989,0.18623842538819804,0.0,0.5,0.41913554357435256,0.8482543848490568,0.0,0.21739130434782608,0.06049573313535475,0.07894736842105263,0.3705496443958529,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647058823529413,0.017840882421966672,0.1624790098886748,0.08644683566497723,0.05977382875605816,0.3333333333333333,0.31905224341394933,0.13086171950331585,0.24324324324324326,0.6134020618556701,0.257159969601714,0.4937812332407649,0.0,0.0,0.15835741093569838,0.5008086277846705,0.0,0.2608695652173913,0.009335558953532396,0.07317073170731708,0.30924428879084803,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0392156862745098,0.09857310490495189,0.006219292244542577,0.07462211874462281,0.029079159935379646,0.0,0.5696891060085378,0.32764626010980585,0.10810810810810811,0.02577319587628866,0.1287447381100707,0.030172973191187304,0.0,0.0,0.3139559224093228,0.6471987577123778,0.0,0.30434782608695654,0.030268352762440453,0.0,0.7388624972332932,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0196078431372549,0.032860830790894156,0.011661172958517332,0.020391520454721528,0.006462035541195477,0.0,0.7987425728640262,0.0728102800244013,0.5945945945945946,0.8041237113402062,0.7229249479853473,0.14524684262238743,0.0,0.0,0.47504177315643925,0.2664651511627355,0.0,0.34782608695652173,0.019482371219682482,0.0,0.6713157073472898,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.045533912227176725,0.17258535978605652,0.115804753536202,0.03877221324717286,0.0,0.6558407092604621,0.157427632485192,0.13513513513513514,0.32989690721649484,0.48653434374078247,0.5544624046233496,0.0,0.0,0.6287276630605768,0.5887722353106825,0.0,0.391304347826087,0.13373387941334094,0.0,0.44839356135940844,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
